time,car_cnt,request_cnt,ride_cnt,waiting_time,fare,distance,target,temp_max,temp_min,rain(mm),humidity_max(%),humidity_min(%),sunshine(MJ/m2),year,month,week,weekday,holiday,7days_waiting_time
2017-04-12,472,5255,4298,50.0,2330,9336,42.7,19.1,6.3,0.0,83.0,20.0,16.62,2017,4,15,2,0.0,42.9
2017-04-13,485,5077,4255,42.7,2305,9101,40.4,17.3,10.1,6.0,89.0,29.0,8.26,2017,4,15,3,0.0,44.285714285714285
2017-04-14,506,5225,4310,40.4,2245,8643,48.8,24.2,11.0,0.0,84.0,33.0,20.01,2017,4,15,4,0.0,44.57142857142857
2017-04-15,258,2329,1891,48.8,2490,10830,40.1,23.9,12.9,0.0,86.0,33.0,8.12,2017,4,15,5,1.0,41.82857142857143
2017-04-16,211,2068,1854,40.1,2486,10737,40.5,17.9,11.5,5.5,87.0,39.0,4.44,2017,4,15,6,1.0,42.5
2017-04-17,513,5335,4503,40.5,2254,8693,44.6,17.2,9.6,7.5,92.0,56.0,6.2,2017,4,16,0,0.0,43.25714285714285
2017-04-18,510,5422,4433,44.6,2254,8681,41.3,18.2,7.0,0.0,75.0,27.0,23.08,2017,4,16,1,0.0,43.871428571428574
2017-04-19,499,5247,4449,41.3,2259,8803,45.4,18.1,10.0,0.1,59.0,31.0,10.27,2017,4,16,2,0.0,42.62857142857143
2017-04-20,532,5955,4882,45.4,2315,9193,40.9,18.8,7.6,0.0,76.0,33.0,18.12,2017,4,16,3,0.0,43.01428571428572
2017-04-21,497,5205,4392,40.9,2289,9148,52.7,22.3,8.6,0.0,85.0,20.0,21.83,2017,4,16,4,0.0,43.08571428571429
2017-04-22,253,2243,1835,52.7,2472,10525,39.5,21.1,8.9,0.0,75.0,18.0,23.55,2017,4,16,5,1.0,43.642857142857146
2017-04-23,216,2084,1840,39.5,2496,10861,36.4,21.1,8.3,0.0,55.0,22.0,21.56,2017,4,16,6,1.0,43.55714285714286
2017-04-24,497,5209,4478,36.4,2277,8840,37.3,20.3,13.2,0.0,69.0,44.0,11.96,2017,4,17,0,0.0,42.971428571428575
2017-04-25,511,5402,4600,37.3,2258,8798,45.3,19.9,10.7,0.0,76.0,15.0,25.55,2017,4,17,1,0.0,41.92857142857143
2017-04-26,501,5282,4457,45.3,2287,8991,42.2,19.4,7.9,0.0,72.0,21.0,24.94,2017,4,17,2,0.0,42.5
2017-04-27,509,5314,4518,42.2,2283,8895,36.4,20.9,9.0,0.0,79.0,29.0,22.59,2017,4,17,3,0.0,42.042857142857144
2017-04-28,510,5389,4439,36.4,2285,9065,45.0,23.5,9.6,0.0,77.0,17.0,24.45,2017,4,17,4,0.0,41.4
2017-04-29,256,2211,1857,45.0,2544,11253,29.7,27.4,13.7,0.0,76.0,28.0,21.96,2017,4,17,5,1.0,40.300000000000004
2017-04-30,236,2031,1824,29.7,2508,10977,19.7,28.1,12.8,0.0,86.0,19.0,24.3,2017,4,17,6,1.0,38.9
2017-05-01,376,3618,2543,19.7,2303,9209,35.4,27.7,15.3,0.0,69.0,27.0,20.21,2017,5,18,0,0.0,36.51428571428571
2017-05-02,483,5099,4224,35.4,2260,8811,24.0,30.0,14.6,0.0,53.0,16.0,24.05,2017,5,18,1,0.0,36.24285714285714
2017-05-03,294,2096,1798,24.0,2418,10312,26.9,26.7,14.8,0.0,55.0,28.0,17.89,2017,5,18,2,1.0,33.2
2017-05-04,474,4733,3830,26.9,2275,8900,19.9,26.6,16.3,0.0,78.0,38.0,23.38,2017,5,18,3,0.0,31.014285714285712
2017-05-05,297,1935,1668,19.9,2395,10030,29.5,19.2,10.1,0.0,48.0,16.0,25.23,2017,5,18,4,1.0,28.65714285714285
2017-05-06,247,2010,1733,29.5,2448,10465,36.8,22.5,10.9,0.0,77.0,17.0,25.9,2017,5,18,5,1.0,26.44285714285714
2017-05-07,213,2023,1790,36.8,2531,11211,43.4,23.3,11.2,0.0,52.0,35.0,16.92,2017,5,18,6,1.0,27.457142857142856
2017-05-08,507,5198,4390,43.4,2266,8822,22.1,22.5,15.3,2.5,89.0,37.0,8.34,2017,5,19,0,0.0,30.842857142857145
2017-05-09,321,2429,2020,22.1,2277,8921,50.0,20.7,14.5,2.5,94.0,56.0,15.29,2017,5,19,1,0.0,28.942857142857143
2017-05-10,500,5304,4330,50.0,2313,9196,41.2,24.8,13.2,0.0,81.0,48.0,16.69,2017,5,19,2,0.0,32.65714285714286
2017-05-11,514,5374,4593,41.2,2280,8924,36.2,21.0,17.6,0.0,78.0,65.0,5.57,2017,5,19,3,0.0,34.699999999999996
2017-05-12,539,5289,4502,36.2,2253,8762,48.8,22.6,12.8,6.0,88.0,55.0,8.35,2017,5,19,4,0.0,37.02857142857143
2017-05-13,274,2360,1892,48.8,2484,10708,32.3,20.5,11.1,0.0,85.0,34.0,27.71,2017,5,19,5,1.0,39.785714285714285
2017-05-14,234,2058,1855,32.3,2476,10662,43.4,19.6,12.4,0.0,75.0,49.0,17.5,2017,5,19,6,1.0,39.142857142857146
2017-05-15,507,5177,4413,43.4,2268,8820,40.4,21.8,13.4,0.0,81.0,38.0,16.79,2017,5,20,0,0.0,39.142857142857146
2017-05-16,513,5269,4519,40.4,2284,8960,36.1,25.7,12.3,0.0,78.0,30.0,26.53,2017,5,20,1,0.0,41.75714285714286
2017-05-17,540,5374,4559,36.1,2286,8951,37.6,26.8,13.9,0.0,54.0,28.0,24.44,2017,5,20,2,0.0,39.771428571428565
2017-05-18,524,5275,4568,37.6,2300,9093,40.3,27.5,15.1,0.0,69.0,23.0,26.72,2017,5,20,3,0.0,39.25714285714286
2017-05-19,529,5328,4519,40.3,2263,8814,58.8,26.8,15.5,0.0,66.0,30.0,24.18,2017,5,20,4,0.0,39.84285714285714
2017-05-20,273,2432,1958,58.8,2438,10237,31.0,27.5,16.1,0.0,64.0,21.0,26.62,2017,5,20,5,1.0,41.271428571428565
2017-05-21,230,2041,1861,31.0,2447,10332,40.8,28.0,16.0,0.0,75.0,31.0,22.27,2017,5,20,6,1.0,41.08571428571429
2017-05-22,535,5375,4657,40.8,2277,8883,42.7,24.0,17.4,4.5,92.0,48.0,11.66,2017,5,21,0,0.0,40.714285714285715
2017-05-23,536,5339,4570,42.7,2278,8911,36.7,27.6,17.0,0.6,91.0,33.0,24.99,2017,5,21,1,0.0,41.042857142857144
2017-05-24,520,5260,4542,36.7,2256,8698,40.2,24.2,15.4,0.0,73.0,22.0,24.3,2017,5,21,2,0.0,41.128571428571426
2017-05-25,528,5257,4516,40.2,2284,8980,41.1,23.1,12.5,0.0,62.0,26.0,25.32,2017,5,21,3,0.0,41.5
2017-05-26,523,5220,4462,41.1,2277,8977,58.6,26.1,13.7,0.0,80.0,26.0,26.95,2017,5,21,4,0.0,41.614285714285714
2017-05-27,273,2363,1868,58.6,2525,11108,34.1,27.5,14.4,0.0,76.0,27.0,23.57,2017,5,21,5,1.0,41.58571428571429
2017-05-28,227,2050,1861,34.1,2478,10685,35.6,29.0,18.2,0.0,80.0,40.0,22.29,2017,5,21,6,1.0,42.028571428571425
2017-05-29,529,5280,4551,35.6,2276,8935,40.4,29.8,18.7,0.0,80.0,7.0,21.3,2017,5,22,0,0.0,41.285714285714285
2017-05-30,538,5319,4579,40.4,2281,8983,41.7,29.4,17.7,0.0,74.0,24.0,20.09,2017,5,22,1,0.0,40.957142857142856
2017-05-31,520,5226,4458,41.7,2290,9071,40.1,26.9,20.6,0.0,82.0,25.0,21.83,2017,5,22,2,0.0,41.67142857142858
2017-06-01,517,5224,4450,40.1,2268,8787,43.9,25.4,15.8,0.0,59.0,22.0,25.66,2017,6,22,3,0.0,41.65714285714286
2017-06-02,508,5111,4309,43.9,2243,8614,48.9,26.4,16.1,0.0,60.0,27.0,27.88,2017,6,22,4,0.0,42.057142857142864
2017-06-03,264,2216,1849,48.9,2529,11162,49.3,27.8,15.2,0.0,59.0,21.0,27.49,2017,6,22,5,1.0,40.67142857142857
2017-06-04,206,2010,1765,49.3,2519,11064,33.6,30.1,16.6,0.0,51.0,19.0,26.62,2017,6,22,6,1.0,42.84285714285714
2017-06-05,517,5084,4339,33.6,2278,8872,20.6,23.9,14.6,13.5,97.0,38.0,7.4,2017,6,23,0,0.0,42.55714285714286
2017-06-06,321,1912,1604,20.6,2431,10257,49.2,19.1,15.1,14.5,100.0,79.0,3.47,2017,6,23,1,1.0,39.728571428571435
2017-06-07,510,5295,4322,49.2,2233,8499,46.0,25.5,15.2,0.0,89.0,40.0,25.61,2017,6,23,2,0.0,40.800000000000004
2017-06-08,496,5267,4358,46.0,2271,8765,42.5,25.4,18.1,0.1,81.0,52.0,16.67,2017,6,23,3,0.0,41.642857142857146
2017-06-09,512,5265,4409,42.5,2266,8777,60.5,27.3,16.7,4.5,90.0,16.0,24.26,2017,6,23,4,0.0,41.44285714285714
2017-06-10,257,2434,1860,60.5,2478,10541,40.0,29.2,14.9,0.0,53.0,19.0,28.53,2017,6,23,5,1.0,43.1
2017-06-11,216,1994,1788,40.0,2467,10550,35.6,27.8,17.0,0.0,66.0,26.0,24.22,2017,6,23,6,1.0,41.771428571428565
2017-06-12,528,5254,4531,35.6,2247,8618,39.7,25.4,18.3,0.0,78.0,48.0,21.29,2017,6,24,0,0.0,42.057142857142864
2017-06-13,528,5311,4589,39.7,2247,8621,39.1,26.8,17.8,0.0,86.0,40.0,25.27,2017,6,24,1,0.0,44.785714285714285
2017-06-14,524,5229,4516,39.1,2242,8623,38.8,29.4,18.0,0.0,86.0,35.0,24.81,2017,6,24,2,0.0,43.34285714285715
2017-06-15,523,5249,4483,38.8,2274,8838,45.6,32.6,20.1,0.0,79.0,32.0,24.11,2017,6,24,3,0.0,42.314285714285724
2017-06-16,492,5121,4246,45.6,2261,8753,53.6,29.6,20.7,0.0,65.0,31.0,24.5,2017,6,24,4,0.0,42.75714285714286
2017-06-17,272,2330,1917,53.6,2488,10771,37.7,31.5,18.7,0.0,74.0,28.0,26.0,2017,6,24,5,1.0,41.77142857142858
2017-06-18,218,2008,1805,37.7,2499,10846,42.9,30.0,19.5,0.0,86.0,28.0,21.0,2017,6,24,6,1.0,41.44285714285714
2017-06-19,509,5114,4379,42.9,2248,8692,45.1,32.2,20.1,0.0,64.0,28.0,18.81,2017,6,25,0,0.0,42.48571428571428
2017-06-20,518,5403,4537,45.1,2264,8792,43.9,31.5,22.1,0.0,68.0,32.0,23.53,2017,6,25,1,0.0,43.25714285714286
2017-06-21,521,5337,4564,43.9,2255,8777,41.9,30.1,21.2,0.0,81.0,38.0,23.53,2017,6,25,2,0.0,43.942857142857136
2017-06-22,525,5277,4526,41.9,2283,8913,44.3,33.8,21.3,0.0,74.0,27.0,22.75,2017,6,25,3,0.0,44.385714285714286
2017-06-23,517,5232,4390,44.3,2269,8832,59.7,27.7,22.5,1.0,85.0,43.0,7.22,2017,6,25,4,0.0,44.199999999999996
2017-06-24,260,2348,1857,59.7,2499,10868,38.7,28.2,21.1,4.0,91.0,51.0,12.96,2017,6,25,5,1.0,45.07142857142857
2017-06-25,219,2012,1788,38.7,2498,10896,46.7,29.7,20.2,29.0,92.0,44.0,14.3,2017,6,25,6,1.0,45.214285714285715
2017-06-26,505,5293,4340,46.7,2239,8503,46.1,30.0,20.9,0.0,84.0,48.0,18.34,2017,6,26,0,0.0,45.75714285714286
2017-06-27,515,5334,4517,46.1,2248,8617,45.2,30.5,22.5,0.0,83.0,50.0,16.7,2017,6,26,1,0.0,45.9
2017-06-28,514,5278,4458,45.2,2257,8672,40.0,31.3,22.0,0.0,82.0,44.0,21.06,2017,6,26,2,0.0,46.08571428571429
2017-06-29,530,5279,4486,40.0,2253,8653,46.6,30.7,22.2,0.0,85.0,45.0,19.45,2017,6,26,3,0.0,45.81428571428571
2017-06-30,516,5223,4346,46.6,2252,8705,46.4,30.4,22.4,0.5,90.0,48.0,13.89,2017,6,26,4,0.0,46.142857142857146
2017-07-01,271,2348,1921,46.4,2460,10490,30.9,26.6,22.5,51.5,98.0,82.0,5.5,2017,7,26,5,1.0,44.24285714285714
2017-07-02,226,1895,1648,30.9,2436,10367,39.9,27.2,22.0,108.0,100.0,72.0,9.19,2017,7,26,6,1.0,43.128571428571426
2017-07-03,513,5238,4385,39.9,2216,8404,38.7,31.1,23.8,0.5,95.0,55.0,19.73,2017,7,27,0,0.0,42.15714285714286
2017-07-04,524,5335,4483,38.7,2222,8451,42.1,32.5,23.3,0.0,85.0,47.0,18.39,2017,7,27,1,0.0,41.1
2017-07-05,520,5300,4558,42.1,2237,8564,44.5,34.0,24.0,34.0,91.0,40.0,19.12,2017,7,27,2,0.0,40.65714285714286
2017-07-06,524,5377,4456,44.5,2267,8762,38.3,28.2,24.5,16.5,91.0,73.0,6.32,2017,7,27,3,0.0,41.300000000000004
2017-07-07,542,5407,4515,38.3,2216,8411,37.1,27.5,24.7,4.5,90.0,78.0,4.66,2017,7,27,4,0.0,40.11428571428571
2017-07-08,268,2248,1849,37.1,2424,10250,29.9,30.0,24.6,24.5,97.0,69.0,9.27,2017,7,27,5,1.0,38.785714285714285
2017-07-09,232,2008,1746,29.9,2459,10507,49.8,25.4,22.7,152.5,100.0,89.0,2.01,2017,7,27,6,1.0,38.642857142857146
2017-07-10,535,5313,4242,49.8,2224,8449,48.9,30.5,22.3,1.0,100.0,55.0,13.94,2017,7,28,0,0.0,40.05714285714286
2017-07-11,526,5272,4388,48.9,2255,8735,53.3,30.9,25.0,0.0,91.0,58.0,17.01,2017,7,28,1,0.0,41.51428571428572
2017-07-12,518,5392,4453,53.3,2243,8632,47.8,32.0,23.1,0.0,88.0,54.0,19.23,2017,7,28,2,0.0,43.11428571428571
2017-07-13,540,5370,4464,47.8,2266,8755,46.2,32.7,26.1,0.0,79.0,54.0,16.04,2017,7,28,3,0.0,43.58571428571428
2017-07-14,534,5375,4484,46.2,2240,8613,36.8,27.3,23.6,42.5,99.0,77.0,5.65,2017,7,28,4,0.0,44.71428571428571
2017-07-15,269,2202,1847,36.8,2423,10337,31.8,28.7,23.4,22.5,100.0,67.0,10.5,2017,7,28,5,1.0,44.67142857142857
2017-07-16,217,1959,1754,31.8,2445,10408,38.1,29.0,25.0,6.5,89.0,67.0,11.18,2017,7,28,6,1.0,44.942857142857136
2017-07-17,527,5324,4533,38.1,2224,8373,43.0,30.3,23.9,3.5,99.0,63.0,11.5,2017,7,29,0,0.0,43.271428571428565
2017-07-18,536,5365,4511,43.0,2224,8462,40.3,33.6,24.6,0.0,88.0,49.0,20.43,2017,7,29,1,0.0,42.42857142857143
2017-07-19,528,5315,4518,40.3,2225,8493,47.5,34.9,26.0,0.0,81.0,48.0,20.59,2017,7,29,2,0.0,40.57142857142857
2017-07-20,537,5428,4499,47.5,2252,8708,44.9,32.2,27.3,0.0,81.0,63.0,10.81,2017,7,29,3,0.0,40.528571428571425
2017-07-21,524,5363,4467,44.9,2226,8449,43.9,32.2,27.5,0.5,86.0,61.0,10.01,2017,7,29,4,0.0,40.34285714285714
2017-07-22,269,2351,1967,43.9,2407,10019,37.3,28.1,26.2,133.5,100.0,80.0,2.72,2017,7,29,5,1.0,41.357142857142854
2017-07-23,205,1770,1487,37.3,2459,10562,39.0,27.3,25.6,3.0,90.0,75.0,5.17,2017,7,29,6,1.0,42.142857142857146
2017-07-24,516,5287,4332,39.0,2253,8723,41.9,34.9,24.6,0.0,90.0,42.0,21.74,2017,7,30,0,0.0,42.271428571428565
2017-07-25,523,5416,4546,41.9,2222,8499,41.8,32.7,24.2,0.0,71.0,44.0,22.61,2017,7,30,1,0.0,42.114285714285714
2017-07-26,512,5331,4443,41.8,2236,8601,36.9,29.6,25.0,0.5,84.0,46.0,10.0,2017,7,30,2,0.0,42.32857142857142
2017-07-27,519,5199,4287,36.9,2307,9188,36.3,26.6,24.8,11.5,98.0,86.0,3.38,2017,7,30,3,0.0,40.81428571428571
2017-07-28,523,5161,4180,36.3,2228,8567,38.3,29.9,25.0,0.0,89.0,62.0,11.78,2017,7,30,4,0.0,39.58571428571429
2017-07-29,270,2258,1917,38.3,2459,10619,37.9,32.4,24.7,0.0,77.0,46.0,18.56,2017,7,30,5,1.0,38.785714285714285
2017-07-30,215,1970,1775,37.9,2468,10501,31.3,27.1,25.0,3.5,91.0,72.0,4.34,2017,7,30,6,1.0,38.87142857142857
2017-07-31,485,4873,3954,31.3,2236,8492,36.4,32.8,24.2,2.0,93.0,55.0,18.08,2017,7,31,0,0.0,37.771428571428565
2017-08-01,483,4926,4138,36.4,2242,8633,27.9,32.9,26.6,0.0,85.0,58.0,11.98,2017,8,31,1,0.0,36.98571428571428
2017-08-02,520,5103,4261,27.9,2217,8465,32.7,33.7,27.3,0.0,83.0,41.0,21.79,2017,8,31,2,0.0,34.99999999999999
2017-08-03,504,4913,4150,32.7,2252,8635,36.7,35.0,25.9,0.0,70.0,43.0,22.18,2017,8,31,3,0.0,34.4
2017-08-04,483,4898,4081,36.7,2266,8825,50.8,34.5,27.6,0.0,74.0,53.0,16.84,2017,8,31,4,0.0,34.457142857142856
2017-08-05,259,2353,1955,50.8,2455,10556,47.7,33.5,28.2,5.0,88.0,54.0,11.98,2017,8,31,5,1.0,36.24285714285714
2017-08-06,190,1951,1665,47.7,2473,10774,42.5,34.0,26.5,0.0,89.0,41.0,22.74,2017,8,31,6,1.0,37.642857142857146
2017-08-07,487,5184,4366,42.5,2248,8551,45.9,30.8,25.6,0.0,83.0,45.0,13.47,2017,8,32,0,0.0,39.24285714285714
2017-08-08,492,5178,4309,45.9,2258,8697,44.2,31.9,25.4,0.5,78.0,45.0,14.17,2017,8,32,1,0.0,40.60000000000001
2017-08-09,500,5148,4359,44.2,2262,8732,47.5,26.0,23.9,7.5,93.0,83.0,6.21,2017,8,32,2,0.0,42.92857142857143
2017-08-10,516,5200,4292,47.5,2266,8775,39.2,32.2,23.9,0.5,90.0,47.0,15.55,2017,8,32,3,0.0,45.042857142857144
2017-08-11,517,5304,4446,39.2,2223,8509,42.1,32.2,23.2,0.0,72.0,47.0,18.42,2017,8,32,4,0.0,45.4
2017-08-12,260,2345,1968,42.1,2391,9951,49.5,28.4,24.3,0.0,72.0,54.0,11.22,2017,8,32,5,1.0,44.15714285714286
2017-08-13,193,1911,1674,49.5,2544,11299,34.4,26.9,23.2,1.5,81.0,60.0,7.26,2017,8,32,6,1.0,44.41428571428572
2017-08-14,489,5148,4179,34.4,2227,8495,20.8,24.0,20.8,93.5,99.0,68.0,3.0,2017,8,33,0,0.0,43.25714285714286
2017-08-15,309,1704,1394,20.8,2319,9223,31.9,26.6,20.5,2.0,93.0,68.0,10.41,2017,8,33,1,1.0,39.67142857142857
2017-08-16,519,5280,4442,31.9,2230,8524,37.2,27.5,21.2,0.5,90.0,67.0,9.67,2017,8,33,2,0.0,37.91428571428571
2017-08-17,512,5305,4516,37.2,2236,8446,41.9,30.5,23.9,0.0,86.0,57.0,12.1,2017,8,33,3,0.0,36.44285714285714
2017-08-18,522,5412,4460,41.9,2245,8606,45.9,28.7,23.2,0.0,87.0,66.0,9.79,2017,8,33,4,0.0,36.82857142857143
2017-08-19,275,2408,2004,45.9,2430,10325,32.7,25.8,22.1,123.5,99.0,78.0,3.48,2017,8,33,5,1.0,37.371428571428574
2017-08-20,227,1919,1659,32.7,2434,10263,37.3,29.0,23.7,6.0,99.0,66.0,10.72,2017,8,33,6,1.0,34.971428571428575
2017-08-21,523,5352,4470,37.3,2222,8447,42.1,31.3,23.5,0.0,89.0,53.0,16.45,2017,8,34,0,0.0,35.385714285714286
2017-08-22,530,5492,4612,42.1,2213,8335,41.5,30.2,24.7,31.5,98.0,74.0,8.22,2017,8,34,1,0.0,38.42857142857143
2017-08-23,533,5434,4496,41.5,2241,8594,43.0,28.0,24.4,14.0,91.0,79.0,3.62,2017,8,34,2,0.0,39.800000000000004
2017-08-24,541,5361,4464,43.0,2260,8733,53.7,30.2,22.3,0.0,93.0,26.0,20.24,2017,8,34,3,0.0,40.628571428571426
2017-08-25,517,5379,4332,53.7,2264,8872,84.5,28.9,19.0,0.0,82.0,27.0,24.43,2017,8,34,4,0.0,42.31428571428571
2017-08-26,242,2376,1673,84.5,2528,11275,50.2,26.5,19.0,0.0,75.0,50.0,10.32,2017,8,34,5,1.0,47.82857142857143
2017-08-27,210,2073,1787,50.2,2475,10664,54.7,26.4,18.5,9.0,91.0,36.0,6.82,2017,8,34,6,1.0,50.32857142857143
2017-08-28,504,5379,4373,54.7,2261,8795,40.4,23.7,17.3,0.0,91.0,33.0,21.08,2017,8,35,0,0.0,52.814285714285724
2017-08-29,532,5342,4490,40.4,2230,8437,44.7,23.4,16.1,0.0,83.0,34.0,9.64,2017,8,35,1,0.0,52.57142857142857
2017-08-30,548,5297,4408,44.7,2261,8748,46.6,27.3,16.7,0.0,89.0,35.0,19.21,2017,8,35,2,0.0,53.028571428571425
2017-08-31,535,5295,4408,46.6,2296,9043,42.0,29.4,17.3,0.0,78.0,35.0,22.7,2017,8,35,3,0.0,53.542857142857144
2017-09-01,513,5221,4344,42.0,2240,8580,71.0,29.2,18.7,0.0,76.0,35.0,19.67,2017,9,35,4,0.0,51.871428571428574
2017-09-02,259,2362,1772,71.0,2457,10486,35.5,28.9,19.1,0.0,79.0,44.0,15.85,2017,9,35,5,1.0,49.94285714285714
2017-09-03,239,2134,1889,35.5,2503,11015,39.2,30.1,19.7,0.0,80.0,31.0,17.94,2017,9,35,6,1.0,47.84285714285715
2017-09-04,525,5313,4552,39.2,2226,8457,44.8,23.7,20.5,0.0,70.0,54.0,5.38,2017,9,36,0,0.0,45.62857142857143
2017-09-05,528,5518,4580,44.8,2241,8526,53.9,23.9,18.6,2.0,86.0,63.0,6.06,2017,9,36,1,0.0,46.25714285714286
2017-09-06,499,5340,4225,53.9,2285,8891,46.2,27.2,17.8,0.0,86.0,57.0,14.01,2017,9,36,2,0.0,47.57142857142857
2017-09-07,508,5228,4376,46.2,2247,8560,50.8,29.6,20.4,0.0,89.0,35.0,19.77,2017,9,36,3,0.0,47.51428571428571
2017-09-08,505,5331,4368,50.8,2252,8665,59.6,28.2,19.2,0.0,89.0,48.0,16.69,2017,9,36,4,0.0,48.771428571428565
2017-09-09,264,2329,1864,59.6,2446,10463,41.3,26.0,19.9,0.1,84.0,58.0,7.34,2017,9,36,5,1.0,47.142857142857146
2017-09-10,218,1981,1780,41.3,2485,10817,42.0,24.5,18.6,24.4,93.0,64.0,8.17,2017,9,36,6,1.0,47.97142857142857
2017-09-11,525,5406,4452,42.0,2238,8572,51.1,27.2,17.7,0.0,90.0,31.0,19.09,2017,9,37,0,0.0,48.371428571428574
2017-09-12,516,5471,4513,51.1,2268,8819,64.3,26.8,16.1,0.0,68.0,30.0,21.6,2017,9,37,1,0.0,49.271428571428565
2017-09-13,496,5341,4110,64.3,2303,9119,53.2,29.2,15.2,0.0,72.0,31.0,20.59,2017,9,37,2,0.0,50.75714285714286
2017-09-14,517,5196,4205,53.2,2291,8933,52.9,27.6,18.0,0.0,62.0,35.0,19.03,2017,9,37,3,0.0,51.75714285714286
2017-09-15,499,5147,4186,52.9,2255,8758,61.8,27.2,16.8,0.0,61.0,42.0,20.23,2017,9,37,4,0.0,52.057142857142864
2017-09-16,271,2313,1859,61.8,2473,10527,47.6,29.2,19.0,0.0,61.0,36.0,19.04,2017,9,37,5,1.0,52.37142857142857
2017-09-17,215,2049,1758,47.6,2528,11106,49.8,27.4,16.5,0.0,77.0,38.0,18.98,2017,9,37,6,1.0,53.271428571428565
2017-09-18,513,5165,4332,49.8,2264,8773,59.7,25.6,20.2,8.0,88.0,68.0,7.26,2017,9,38,0,0.0,54.385714285714286
2017-09-19,513,5326,4138,59.7,2265,8775,58.6,24.8,14.3,0.0,85.0,32.0,20.74,2017,9,38,1,0.0,55.614285714285714
2017-09-20,503,5367,4256,58.6,2293,9041,48.1,26.8,14.4,0.0,80.0,30.0,19.35,2017,9,38,2,0.0,54.800000000000004
2017-09-21,527,5423,4441,48.1,2284,8922,55.9,26.7,15.4,0.0,75.0,37.0,16.7,2017,9,38,3,0.0,54.07142857142857
2017-09-22,503,5373,4211,55.9,2291,8973,66.2,27.0,17.6,0.0,84.0,43.0,13.3,2017,9,38,4,0.0,54.5
2017-09-23,273,2303,1755,66.2,2528,11182,43.9,27.7,18.8,0.0,86.0,56.0,11.77,2017,9,38,5,1.0,55.12857142857143
2017-09-24,208,2016,1781,43.9,2493,10822,55.0,29.8,17.5,0.0,79.0,36.0,16.62,2017,9,38,6,1.0,54.6
2017-09-25,522,5347,4339,55.0,2251,8665,62.4,31.1,19.5,0.0,72.0,37.0,15.66,2017,9,39,0,0.0,55.34285714285714
2017-09-26,496,5517,4297,62.4,2273,8812,63.7,27.1,20.4,0.5,83.0,55.0,0.0,2017,9,39,1,0.0,55.728571428571435
2017-09-27,490,5355,4167,63.7,2249,8592,68.4,24.9,14.7,0.0,83.0,21.0,11.81,2017,9,39,2,0.0,56.457142857142856
2017-09-28,492,5268,3958,68.4,2280,8937,65.1,23.0,11.3,0.0,61.0,25.0,13.75,2017,9,39,3,0.0,59.357142857142854
2017-09-29,500,5350,4018,65.1,2278,8941,46.3,25.7,14.7,0.0,81.0,51.0,6.11,2017,9,39,4,0.0,60.67142857142857
2017-09-30,268,2344,1834,46.3,2522,11196,48.6,21.1,15.5,3.0,91.0,59.0,3.06,2017,9,39,5,1.0,57.82857142857143
2017-10-01,195,1978,1626,48.6,2456,10434,58.7,29.0,15.6,2.5,93.0,35.0,11.2,2017,10,39,6,1.0,58.5
2017-10-02,272,3196,1908,58.7,2405,10142,24.2,23.2,13.4,0.0,64.0,45.0,7.19,2017,10,40,0,0.0,59.02857142857143
2017-10-03,260,1676,1352,24.2,2567,11747,24.6,24.2,10.7,0.0,65.0,33.0,9.93,2017,10,40,1,1.0,53.57142857142857
2017-10-03,260,1676,1352,24.2,2567,11747,24.6,24.2,10.7,0.0,65.0,33.0,9.93,2017,10,40,1,1.0,47.92857142857143
2017-10-04,288,1756,1459,24.6,2588,11837,26.9,23.3,13.9,0.0,69.0,45.0,7.21,2017,10,40,2,1.0,41.67142857142858
2017-10-05,248,1690,1436,26.9,2640,12228,25.8,23.1,16.2,0.4,91.0,47.0,5.32,2017,10,40,3,1.0,36.214285714285715
2017-10-06,248,1833,1548,25.8,2407,10310,31.7,28.3,17.0,0.1,90.0,45.0,9.17,2017,10,40,4,0.0,33.285714285714285
2017-10-07,238,2030,1707,31.7,2461,10654,39.2,28.3,19.3,0.0,84.0,43.0,9.32,2017,10,40,5,1.0,30.87142857142857
2017-10-08,194,1859,1609,39.2,2505,10837,24.0,26.7,20.0,0.0,83.0,45.0,7.24,2017,10,40,6,1.0,28.08571428571429
2017-10-09,262,1963,1671,24.0,2437,10404,41.0,24.6,18.6,0.1,85.0,59.0,3.75,2017,10,41,0,1.0,28.057142857142853
2017-10-10,516,5713,4653,41.0,2230,8437,52.2,21.7,12.5,20.3,92.0,61.0,3.87,2017,10,41,1,0.0,30.457142857142856
2017-10-11,518,5566,4473,52.2,2262,8760,50.9,13.7,9.3,0.0,76.0,61.0,2.23,2017,10,41,2,0.0,34.4
2017-10-12,509,5510,4551,50.9,2245,8611,44.9,18.7,6.2,0.0,77.0,33.0,9.41,2017,10,41,3,0.0,37.82857142857143
2017-10-13,522,5420,4453,44.9,2231,8460,55.9,20.0,9.0,0.0,73.0,23.0,10.58,2017,10,41,4,0.0,40.55714285714286
2017-10-14,278,2343,1903,55.9,2501,10969,36.8,23.0,9.0,0.0,55.0,26.0,9.97,2017,10,41,5,1.0,44.01428571428572
2017-10-15,227,2119,1870,36.8,2462,10552,45.8,21.8,14.0,0.0,67.0,29.0,7.3,2017,10,41,6,1.0,43.67142857142857
